movieId,title,genres,director,plot_keywords,title_cast_short
84260,"traveler, the (2010)",horror thriller,josephc.muscat,police station police mysterious stranger christmas eve,valkilmer dylanneal paulmcgillion
84262,chain letter (2009),horror mystery thriller,deontaylor,characters killed one by one teenage girl woman in bathtub female in shower,madisonbauer marks.allen philaustin
84273,zeitgeist: moving forward (2011),documentary,peterjoseph,socioeconomics society sociology futurology,peterjoseph robertsapolsky gabormate
84283,speed & angels (2008),documentary drama,jayconsalvi,navy flying dogfight tomcat,jayconsalvi meaganvarley
84312,home alone 4 (2002),children comedy crime,johnhughes,memory memory lapse forgetfulness forgetful woman,frenchstewart erickavari barbarababcock
84374,no strings attached (2011),comedy romance,elizabethmeriwether,male objectification older man younger woman relationship female doctor male rear nudity,natalieportman ashtonkutcher kevinkline
84387,boogie woogie (2009),comedy drama,dannymoynihan,short skirt no panties adulterous wife female rear nudity,gilliananderson alancumming heathergraham
84392,"lincoln lawyer, the (2011)",crime drama thriller,johnromano,plot twist drug rehabilitation envelope of money illegal gun purchase,matthewmcconaughey marisatomei ryanphillippe
84395,"rite, the (2011)",drama horror thriller,michaelpetroni,exorcism exorcist italy supernatural horror,anthonyhopkins colino'donoghue alicebraga
84407,dog pound (2010),drama,jeremiedelon,teenage boy male nudity juvenile delinquent strip search,adambutcher shanekippel matthewmorales
84436,less is more (menos es más) (2000),comedy,pascaljongen,actor theme park theater,sergioperis-mencheta vanessasáiz elsapataky
84444,and everything is going fine (2010),documentary,spaldinggray,monologue spalding gray interview suicide,spaldinggray
84446,eccentricities of a blonde-haired girl (singularidades de uma rapariga loura) (2009),drama romance,eçadequeirós,train love flashback penniless,ricardotrêpa catarinawallenstein diogodória
84448,the law of the weakest (2006),crime drama thriller,lucasbelvaux,industrial town post industrial society working class joblessness,ériccaravaca lucasbelvaux claudesemal
84450,tale of cinema (geuk jang jeon) (2005),drama,sang-soohong,actress university student snow sleeping pills,sang-kyungkim ji-wonuhm ki-woolee
84453,"little thief, the (le petit voleur) (1999)",drama,virginiewagon,female nudity full frontal female nudity nude in a window,nicolasduvauchelle yanntrégouët jean-jérômeesposito
84455,hadewijch (2009),drama,brunodumont,character name as title surname as title muslim convent,juliesokolowski karlsarafidis yassinesalime
84471,mysterious object at noon (dokfa nai meuman) (2000),drama mystery,djuangjaihirunsri,recording listening to the radio theater performance handicapped boy,djuangjaihirunsri kongkiatkhomsiri saisirixoomsai
84473,little soldier (lille soldat) (2008),drama,kimfupzaakeson,prostitute african title directed by female two word title,trinedyrholm lornabrown finnnielsen
84477,"day a pig fell into the well, the (daijiga umule pajinnal) (1996)",drama,sang-soohong,neglected wife adultery fight businessman,eun-heebang eun-sookcho eui-sungkim
84500,seventh horse of the sun  (suraj ka satvan ghoda) (1993),drama romance,dharmvirbharati,love nonlinear timeline,rajitkapoor raghuviryadav sirajahmed
84502,"world according to sesame street, the (2006)",documentary war,lindahawkins,international government education development,edwardg.christie
84504,raja (2003),drama,jacquesdoillon,language barrier age difference interracial relationship unrequited love,pascalgreggory najatbenssallem ilhamabdelwahed
84506,silent souls (ovsyanki) (2010),drama,denisosokin,dead body tarkovskyesque death nudity,igorsergeev yuriytsurilo yuliyaaug
84510,belphecor: curse of the mummy (belphégor - le fantôme du louvre) (2001),fantasy horror mystery,arthurbernède,museum egyptian evil spirit louvre museum,sophiemarceau michelserrault frédéricdiefenthal
84529,thirty-five something (tout pour plaire) (2005),comedy,jérômesoubeyrand,adulterous wife advertising executive taxi painter,mathildeseigner anneparillaud judithgodrèche
84532,tyler perry's for colored girls (2010),drama,tylerperry,sex scene woman poem f rated,kimberlyelise janetjackson lorettadevine
84551,44500 max (2009),documentary,jarikokko,country boy perfume talent firm,jarikinnunen markettaperttula maxperttula
84557,from prada to nada (2011),comedy romance,finatorres,hispanic beverly hills latina law student,camillabelle alexapenavega tinafrench
84570,country strong (2010),drama musical romance,shanafeste,male wears underwear man wrapped in a towel woman hits a man songwriter,gwynethpaltrow timmcgraw garretthedlund
84601,unknown (2011),drama mystery thriller,oliverbutcher,amnesia airport scientist nurse,liamneeson dianekruger januaryjones
84613,sanctum (2011),action adventure drama thriller imax,johngarvin,cave underwater underwater cave cave diving,richardroxburgh ioangruffudd rhyswakefield
84615,cedar rapids (2011),comedy,philjohnston,convention insurance cedar rapids iowa hotel,edhelms johnc.reilly anneheche
84619,tongan ninja (2002),action adventure comedy,jasonstutter,slapstick comedy tape over mouth goofball karate,sammanu jemaineclement lindatseng
84621,mirrors 2 (2010),horror mystery thriller,mattvenne,murder of a nude woman murder nudity mirror,nickstahl emmanuellevaugier evanjones
84637,gnomeo & juliet (2011),adventure animation children comedy fantasy romance,robsprackling,garden gnome flamingo neighbor,jamesmcavoy emilyblunt ashleyjensen
84660,"misadventures of margaret, the (1998)",comedy romance,cathleenschine,nun male full frontal nudity male pubic hair pubic hair,parkerposey jeremynortham craigchester
84663,elizabeth i (2005),drama,hughdancy,robert dudley earl of leicester character earl of sussex chsracter queen elizabeth i character female ruler,helenmirren hughdancy tobyjones
84696,burke and hare (2010),comedy thriller,piersashworth,missionary position coitus sex scene comedic sex scene,billbailey tomwilkinson michaelsmiley
84730,army of crime (l'armée du crime) (2009),drama thriller war,robertguédiguian,female full frontal nudity female frontal nudity circumcision world war two,simonabkarian virginieledoyen robinsonstévenin
84732,vanishing on 7th street (2010),horror mystery thriller,anthonyjaswinski,candle hospital detroit michigan flashlight,haydenchristensen johnleguizamo thandienewton
84738,slaughter (2009),horror thriller,stewarthopewell,forced piercing car horseback riding match,lucyholt amyshiels davidsterne
84740,open house (2010) ,crime drama thriller,andrewpaquin,looking at oneself in a mirror woman wears a bikini house divorce,briangeraghty rachelblanchard annapaquin
84770,client 9: the rise and fall of eliot spitzer (2010),documentary,alexgibney,greed coverup federal bureau of investigation scandal money,alexgibney eliotspitzer hulbertwaldroup
84772,paul (2011),adventure comedy sci-fi,simonpegg,alien road trip alien contact nerd,miastallard simonpegg nickfrost
84775,submarino (2010),drama,jonast.bengtsson,baby funeral drugs friend,gustavfischerkjærulff sebastianbullsarning madsbroeandersen
84779,inspector bellamy (bellamy) (2009),crime drama,odilebarski,character name as title surname as title alcoholic homelessness,gérarddepardieu cloviscornillac jacquesgamblin
84792,szamanka (1996),drama horror mystery,andrzejzulawski,female full frontal nudity graphic violence kissing death of brother,boguslawlinda iwonapetry piotrmachalica
84794,what is it? (2005),drama,crispinglover,actual animal killed written and directed by cast member unsimulated sex hand job,michaelblevis carlosrichardson lisafusco
84805,midnight movies: from the margin to the mainstream (2005),documentary,victorkushmaniuk,night audience interview 1970s,johnwaters benbarenholtz alejandrojodorowsky
84807,hideaway (2009),drama,françoisozon,pregnancy 2000s basque country drug dealer,isabellecarré louis-ronanchoisy pierrelouis-calixte
84832,don quixote (don quijote de orson welles) (1992),drama,migueldecervantesysaavedra,don quixote don quixote character sancho panza character sancho panza,franciscoreiguera akimtamiroff pepemediavilla
84834,three kingdoms: resurrection of the dragon (saam gwok dzi gin lung se gap) (2008),action drama war,daniellee,3rd century ancient china military leader civil war,andylau sammokam-bohung maggieq
84844,brother 2 (brat 2) (2000),crime drama,alekseybalabanov,russian in usa vigilante gun russian abroad,sergeybodrov viktorsukhorukov sergeymakovetskiy
84855,desert flower (2009),drama,warisdirie,immigrant modeling photo shoot rape,sorayaomar-scego idrissabdillahihoufaneh awasaïddarar
84857,adrift in tokyo (tenten) (2007),comedy drama,satoshimiki,heads or tails coin toss walk walking stroll,joeodagiri tomokazumiura kyôkokoizumi
84859,"cold light of day, the (1996)",drama thriller,friedrichdürrenmatt,murder serial killer peeping female nudity,richarde.grant lynseybaxter perditaweeks
84861,"jimmy rosenberg: the father, the son & the talent (2006)",documentary,jeroenberkvens,father son relationship,jimmyrosenberg
84863,spider lilies (ci qing) (2007),drama romance,zerochou,lesbian kiss lesbian tattoo soul mate,rainieyang isabellaleong krisshen
84876,bungee jumping of their own (beonjijeompeureul hada) (2001),drama romance,eun-nimko,crush on teacher cliff reflection traffic accident,byung-hunlee eun-julee hyeon-sooyeo
84880,"infidel, the (2010)",comedy,davidbaddiel,cell phone video cell phone jewish muslim,igalnaor stewartscudamore omiddjalili
84890,incantato (il cuore altrove) (2003),comedy drama romance,pupiavati,eyesight restored tailor teacher mother son relationship,nerimarcorè vanessaincontrada giancarlogiannini
84942,drive angry (2011),action fantasy thriller,toddfarmer,female frontal nudity sex scene waitress rear nudity,nicolascage amberheard williamfichtner
84944,rango (2011),action adventure animation children comedy western,johnlogan,water sheriff chameleon lizard,johnnydepp islafisher abigailbreslin
84950,take me home tonight (2011),comedy drama,jackiefilgo,sex scene brother sister relationship reference to guns n' roses black comedy,tophergrace annafaris danfogler
84952,confessions (kokuhaku) (2010),drama horror,kanaeminato,dead daughter japanese schoolgirl vengeance teenage murderer,takakomatsu yoshinokimura masakiokada
84954,"adjustment bureau, the (2011)",romance sci-fi thriller,georgenolfi,fate teleportation love at first sight free will,mattdamon emilyblunt lisathoreson
84957,"tempest, the (2010)",comedy drama fantasy romance,julietaymor,storm at sea spirit banishment sorcery,felicityjones judeakuwudike reevecarney
84972,god on trial (2008),drama,frankcottrellboyce,wasp courage tree dog,josephmuir josefaltin ashleyartus
85007,happythankyoumoreplease (2010),comedy drama,joshradnor,friendship apartment writer singer,malinakerman michaelalgieri brambarouh
85016,cropsey (2009),documentary horror,joshuazeman,urban legend reference to cropsey missing children,joshuazeman barbarabrancaccio billellis
85020,"mechanic, the (2011)",action drama thriller,richardwenk,apprentice assassin mentor disobeying orders,jasonstatham benfoster tonygoldwyn
85022,hall pass (2011),comedy,peterfarrelly,nudity female nudity male full frontal nudity marriage,owenwilson jasonsudeikis jennafischer
85025,"eagle, the (2011)",adventure drama,jeremybrock,legion wall scotland barefoot male,channingtatum istvángöz bencegerö
85056,i am number four (2011),action sci-fi thriller imax,alfredgough,based on young adult novel death high school student good versus evil,alexpettyfer timothyolyphant teresapalmer
85070,blackout (2007),drama,jerrylamothe,21st century 2000s year 2003 united states of america,jeffreywright zoesaldana melvinvanpeebles
85106,"assassin next door, the (kirot) (2009)",action film-noir thriller,dannylerner,female star appears nude forced to strip female nudity female in a shower,olgakurylenko reymondeamsallem zoharshtrauss
85108,lakota woman: siege at wounded knee (1994),drama,frankpierson,protest massacre injustice 1960s,charlesabourezk davebaldeagle lawrencebayne
85129,71: into the fire (pohwasogeuro) (2010),war,man-heelee,korean war coming of age young man youth,seung-woncha sang-wookwon seung-hyunchoi
85131,battle: los angeles (2011),action sci-fi war,christopherbertolini,invasion alien invasion extraterrestrial male lieutenant,aaroneckhart ramonrodriguez willrothhaar
85179,summer wars (samâ wôzu) (2009),adventure animation comedy sci-fi,mamoruhosoda,virtual world virtual reality video game world birthday,ryûnosukekamiki nanamisakuraba mitsukitanimura
85190,public speaking (2010),documentary,martinscorsese,public speaking two word title,jamesbaldwin williamf.buckley trumancapote
85209,rasen (1998),drama fantasy horror mystery thriller,jôjiiida,autopsy attempted suicide accomplice falling into a well,kôichisatô mikinakatani hinakosaeki
85211,norwegian wood (noruwei no mori) (2010),drama romance,harukimurakami,1960s grief woods writing a letter,ken'ichimatsuyama rinkokikuchi kikomizuhara
85213,"sunset limited, the (2011)",drama,cormacmccarthy,minimal cast dialogue between two characters suicide attempt dialogue driven,samuell.jackson tommyleejones
85215,ninja cheerleaders (2008),action comedy,davidpresley,martial arts cheerleader go go dancer ninjitsu,trishellecannatella ginnyweirick maitlandmcconnell
85226,"janky promoters, the (2009)",comedy crime musical,icecube,rap concert looking at oneself in a mirror concert promoter bigger dreams,icecube mikeepps jeezy
85261,mars needs moms (2011),action adventure animation children comedy sci-fi imax,simonwells,martian based on children's book motion capture psychotronic film,sethgreen danfogler joancusack
85268,scooby-doo! the mystery begins (2009),comedy fantasy mystery,danielaltiere,2000s animal character name in title scooby doo character prequel,katemelton hayleykiyoko robbieamell
85273,crude (2009),documentary,danashley,chevron amazon rainforest evil corporation texaco,danashley pablofajardo kentrobertson
85275,uncounted: the new math of american elections (2008),documentary,davidearnhardt,election fraud whistleblower,johnconyers clintcurtis bobfitrakis
85278,"city of your final destination, the (2009)",drama,jamesivory,reference to buenos aires argentina woman smokes a cigar new york city new york elderly man,nicholasblandullo sofíaviruboff jamesmartin
85284,anna madelina (ngon na ma dak lin na) (1998),comedy romance,ivyho,unrequited love love triangle roommate,takeshikaneshiro aaronkwok kellychen
85291,fubar ii (fubar: balls to the wall) (2010),comedy,davidlawrence,absurd comedy gross out comedy farce improvisational comedy,davidlawrence jamiljabril paulspence
85293,"bannen way, the (2010)",action comedy crime thriller,jessewarren,criminal police chief uncle con man,markgantt vanessamarcil gabrieltigerman
85295,scooby-doo! curse of the lake monster (2010),adventure children comedy mystery,stevenaltiere,2010s scooby doo character animal character name in title bare chested male,robbieamell hayleykiyoko katemelton
85298,black lightning (chernaya molniya) (2009),action adventure sci-fi,aleksandrvoytinskiy,car lightning drill birthday,grigoriydobrygin ekaterinavilkova viktorverzhbitskiy
85305,holy rollers (2010),crime drama,antoniomacia,american envelope of money hasidic drug trafficking,jesseeisenberg justinbartha arigraynor
85307,medicine for melancholy (2008),drama romance,barryjenkins,three word title african american protagonist written by director black romance,wyattcenac traceyheggins elizabethacker
85312,"house of small cubes, the (tsumiki no ie) (2008)",animation drama,kuniokato,old man flood house loneliness,masaminagasawa
85323,in the city (en la ciudad) (2003),drama,tomàsaragay,deception romantic rivalry urban setting secret,mónicalópez eduardfernández maríapujalte
85325,"county teacher, the (venkovský ucitel) (2008)",drama,bohdansláma,gay gay slur forgiveness gay teacher,pavelliska zuzanabydzovská ladislavsedivý
85327,trapped ashes (2006),horror,joedante,nipples female nudity breast implant anthology,jaycebartok henrygibson laraharris
85332,closing the ring (2007),drama romance,peterwoodward,world war two sex nudity male female relationship,shirleymaclaine christopherplummer dylanroberts
85342,elite squad: the enemy within (tropa de elite 2 - o inimigo agora é outro) (2010),action crime drama,bráuliomantovani,south america latin america southeast brazil police,wagnermoura irandhirsantos andréramiro
85354,mesrine: public enemy #1 (l'ennemi public n°1) (2008),action crime,abdelraoufdafri,prison 1970s second part paris france,vincentcassel ludivinesagnier mathieuamalric
85358,"last lovecraft: relic of cthulhu, the (2009)",comedy horror,henrysaine,h.p. lovecraft cthulhu ancient astronaut,kyledavis devinmcginn mattbauer
85362,herb & dorothy (2008),documentary,abbeydubin,art collector contemporary art philanthropy donation,paulaantebi willbarnet robertbarry
85365,"wildest dream, the (2010)",documentary,markmackenzie,summit mountaineer mount everest cold,conradanker susanrobertson robertmacfarlane
85367,just go with it (2011),comedy romance,allanloeb,2010s year 1988 year 1992 year 2011,adamsandler jenniferaniston nicolekidman
85372,potiche (2010),comedy,françoisozon,blonde blonde woman leg sex with secretary,catherinedeneuve gérarddepardieu fabriceluchini
85392,just buried (2008),comedy drama romance,chazthorne,canadian horror funeral funeral home mortician,jaybaruchel sergiodizio nigelbennett
85394,cave of forgotten dreams (2010),documentary,wernerherzog,cave france southern france cave drawing,wernerherzog jeanclottes julienmonney
85397,red riding hood (2011),fantasy horror mystery thriller,davidlesliejohnson-mcgoldrick,younger version of character dumping a dead body in a lake character name as title little red riding hood character,amandaseyfried garyoldman billyburke
85399,"big mommas: like father, like son (2011)",comedy,matthewfogel,performing arts school murder fbi agent undercover,martinlawrence brandont.jackson jessicalucas
85401,super (2010),action comedy drama,jamesgunn,tragicomedy black comedy female on male rape superhero,rainnwilson ellenpage livtyler
85412,"troll hunter, the (trolljegeren) (2010)",fantasy horror,andréøvredal,troll secret government agency found footage secret government organization,ottojespersen glennerlandtosterud johannamørck
85414,source code (2011),action drama mystery sci-fi thriller,benripley,train time loop bomber memory,jakegyllenhaal michellemonaghan verafarmiga
85438,jane eyre (2011),drama romance,charlottebrontë,yorkshire character name as title secret governess,miawasikowska jamiebell suelliot
85505,x games 3d: the movie (2009),documentary,stevenlawrence,motocross extreme sport skateboard snowboard,shaunwhite travispastrana rickycarmichael
85510,sucker punch (2011),action fantasy thriller imax,zacksnyder,thigh high socks upskirt short skirt eye candy,emilybrowning abbiecornish jenamalone
85527,putty hill (2010),drama,matthewporterfield,paintball baltimore maryland maryland funeral,skyferreira zoevance jamessieborjr.
85538,that evening sun (2009),drama,scottteems,tennessee farm elderly protagonist subjective camera,halholbrook raymckinnon waltongoggins
85540,essential killing (2010),thriller war,jerzyskolimowski,escape afghanistan desert nature,vincentgallo emmanuelleseigner zachcohen
85542,map of the sounds of tokyo (2009),drama thriller,isabelcoixet,almond eyes jgirl east asian woman slim woman,rinkokikuchi sergilópez mintanaka
85547,"hugh hefner: playboy, activist and rebel (2009)",documentary,brigitteberman,playboy hugh hefner playboy club interview,larryadler bobbiearnstein joanbaez
85549,"mourning forest, the (mogari no mori) (2007)",drama,naomikawase,retirement home forest three word title location in title,shigekiuda machikoono kanakomasuda
85552,journey to the sun (günese yolculuk) (1999),drama,yesimustaoglu,kurd village friend water leak,nazmikirik newrozbaz mizginkapazan
85555,"kings of mykonos, the (2010)",comedy,chrisanastassiades,uncle sequel second part place name in title,nickgiannopoulos vincecolosimo zetamakrypoulia
85565,chalet girl (2011),comedy romance,tomwilliams,female nudity nudity covered female frontal nudity skinny dipping,miquitaoliver rickedwards felicityjones
85585,winnie the pooh and a day for eeyore (1983),animation children,a.a.milne,animal character name in title winnie the pooh character half dressed cartoon animal barefoot cartoon animal,halsmith ralphwright lauriemain
85609,the good shepherd (2004),drama thriller,lewinwebb,priest spin doctor restaurant false accusation,christianslater mollyparker stephenrea
85624,bohemian eyes (boheemi elää - matti pellonpää) (2011),documentary,jannekuusi,artist movie director health problem friendship,jannekuusi kariväänänen mikakaurismäki
85626,beyond enemy lines (framom främsta linjen) (2004),drama war,stefanforss,continuation war based on journal historical event,tobiaszilliacus ilkkaheiskanen christofferweiss
85689,otaku (1994),documentary,jackiebastide,otaku figurine idol obsession,akitoshiashida hirokihashimoto norikokato
85694,diamond girl (1998),drama romance,timothybond,panties foot closeup female stockinged feet camera shot of feet,jonathancake joelycollins kevinotto
85728,"second civil war, the (1997)",comedy drama,martynburke,the white house governor idaho civil war,beaubridges joannacassidy philhartman
85734,don't you forget about me (2009),documentary,mattsadowski,apostrophe in title five word title song in title reference to molly ringwald,davidanderle mikebender jackieburch
85738,twilight of a woman's soul (sumerki zhenskoi dushi) (1913),drama,v.demert,singer rape party murder,ninachernova a.ugrjumov v.demert
85740,"dying swan, the (umirayushchii lebed) (1917)",drama,zoyabarantsevich,obsession artist ballerina skeleton,verakaralli aleksandrkheruvimov vitoldpolonsky
85763,beneath hill 60 (2010),drama war,davidroach,trench warfare british military world war one year 1916,brendancowell alandukes alexthompson
85770,formosa betrayed (2009),thriller,willtiao,conspiracy,jamesvanderbeek wendycrewson johnheard
85774,senna (2010),documentary,manishpandey,formula 1 speed speeding tarmac,ayrtonsenna reginaldoleme johnbisignano
85777,death note 2: the last name (2006),adventure crime drama,tsugumiôba,live action remake of anime supernatural power psychotronic film death in title,tatsuyafujiwara takeshikaga shidônakamura
85783,kapitalism: our improved formula (kapitalism - reteta noastra secreta) (2010),documentary,georgebecali,ceausescu capitalism,georgebecali georgecopos dandiaconescu
85788,insidious (2010),fantasy horror thriller,leighwhannell,boy house coma baby,patrickwilson rosebyrne tysimpkins
85790,meek's cutoff (2010),western,jonathanraymond,blackfoot indian bucket cayuse indian horseback riding,michellewilliams brucegreenwood willpatton
85796,hobo with a shotgun (2011),action adventure crime thriller,johndavies,vigilante shotgun hobo rampage,rutgerhauer pashaebrahimi robbwells
85881,win win (2011),comedy drama,tommccarthy,double cross lawyer wrestling high school,paulgiamatti amyryan bobbycannavale
85885,room in rome (habitación en roma) (2010),drama romance,juliorojas,lesbian lesbianism sex scene simulated sex,elenaanaya natashayarovenko enricoloverso
85966,eila (2003),drama,toveidström,fired from a job government work strike,sarimällinen ilkkakoivula hannessuominen
85981,happy here and now (2002),drama,michaelalmereyda,widow firefighter search exterminator,karlgeary shalomharlow clarencewilliamsiii
85985,artois the goat (2009),comedy,kylebogart,goat cheese hermit disapproving mother,markmeir sydneyandrews stephentaylorfry
85987,river of grass (1994),drama,jessehartman,f rated title directed by female directorial debut independent film,lisadonaldson larryfessenden dickrussell
85994,sex galaxy (2008),comedy sci-fi,mikedavis,hot female nudity grindhouse film raunchy,benphillips anthonyjenkins christophercoreysmith
85997,skeleton man (2004),action horror,frederickbailey,slasher skeleton special forces skull,jackiedebatin ericetebari jonathonklein
86000,boy (2010),comedy drama,taikawaititi,crush beach party coming of age,jamesrolleston teahoeketone-whitu taikawaititi
86002,"necessities of life, the (ce qu'il faut pour vivre) (2008)",drama,benoitpilon,tuberculosis sanatorium inuit death,natarungalaaq évelinegélinas paul-andrébrasseur
86014,diary of a wimpy kid: rodrick rules (2011),comedy,gabesachs,sequel diary boy brother,zacharygordon devonbostick rachaelharris
86028,henry's crime (2010),comedy crime,sachagervasi,bank heist unlikely criminal theater watching tv,keanureeves judygreer fisherstevens
86033,flodder in amerika! (1992),comedy,dickmaas,nudity female nudity president the white house,huubstapel nellyfrijda renévan'thof
86057,outrageous class (hababam sinifi) (1975),comedy drama,umurbugay,visual impairment fenerbahce student dormitory,kemalsunal münirözkul halitakçatepe
86059,hop (2011),animation children comedy,cincopaul,the easter bunny character hugh hefner character david hasselhoff character altered version of studio logo,jamesmarsden russellbrand kaleycuoco
86064,delta (2008),drama,kornélmundruczó,brother sister incest stepfather rapes stepdaughter raped by stepfather female full rear nudity,félixlajkó orsolyatóth lilimonori
86070,and along come tourists (am ende kommen touristen) (2007),drama,berndlange,polish history poland nazi concentration camp memory,alexanderfehling ryszardronczewski barbarawysocka
86083,"crazy class wakes up, the (hababam sinifi uyaniyor) (1977)",comedy,rifatilgaz,fenerbahce student prank turkish military,tayfunakalin tuncayakça halitakçatepe
86087,"dunce class on vacation, the (hababam sinifi tatilde) (1978)",comedy,ertemegilmez,fenerbahce,sevdaaktolga ahmetariman filizbozkurt
86089,"girl with the red scarf, the (selvi boylum, al yazmalim) (1978)",drama romance,atifyilmaz,love istanbul turkey,türkansoray kadirinanir ahmetmekin
86091,"nutcracker, the (1993)",children fantasy musical,emileardolino,christmas movie nutcracker christmas little girl,darcikistler damianwoetzel kyranichols
86094,24 city (er shi si cheng ji) (2008),drama,zhangkejia,factory china fired from the job factory dismantling,jianbinchen joanchen lipinglü
86096,"arbor, the (2010)",documentary,manjindervirk,title directed by female playwright f rated foster parent,manjindervirk christinebottomley nataliegavin
86137,leap year (año bisiesto) (2010),drama,lucíacarreras,shaving of vagina hand job male full frontal nudity calendar,mónicadelcarmen gustavosánchezparra marcozapata
86142,13 assassins (jûsan-nin no shikaku) (2010),action,kaneoikegami,samurai japan seppuku suicide,kôjiyakusho takayukiyamada yûsukeiseya
86145,on tour (tournée) (2010),comedy drama,mathieuamalric,burlesque hotel female nudity hotel lobby,mirandacolclasure suzanneramsey dirtymartini
86148,life is hot in cracktown (2009),drama,buddygiovinazzo,cleavage scantily clad female upskirt breasts,evanross stephanielugo mauriceblake
86153,"captive, the (la captive) (2000)",drama romance,chantalakerman,bisexual woman self destructiveness sex scene downward spiral,stanislasmerhar sylvietestud oliviabonamy
86170,harry + max (2004),drama,christophermunch,brother brother incest dysfunctional family boy band voice over narration,brycejohnson colewilliams rainphoenix
86190,hanna (2011),action adventure mystery thriller,sethlochhead,assassin title at the end revenge rogue agent,saoirseronan ericbana vickykrieps
86233,new kids turbo (2010),action comedy,flipvanderkuil,dutch economic crisis cop techno music,huubsmit timhaars wesleyvangaalen
86244,easy money (snabba cash) (2010),action thriller,danielespinosa,double life drugs drug trafficking drug lord,joelkinnaman matiasvarela dragomirmrsic
86263,grown up movie star (2009),drama,adrianamaggs,newfoundland canada sexual awakening foreskin parental neglect,shawndoyle tatianamaslany juliakennedy
86277,beyond (svinalängorna) (2010),drama,susannaalakoski,immigrant friendship family relationships porn magazine,noomirapace olarapace outimäenpää
86279,into eternity (2010),documentary,michaelmadsen,nuclear storage radiation dump,carlreinholdbråkenhjelm mikaeljensen beritlundqvist
86288,"day the universe changed, the (1985)",documentary,rogeravon,science educational film reenactment,jamesburke
86290,american: the bill hicks story (2009),comedy documentary,paulthomas,subject name in title stand up routine stand up comedy stand up comedian,billhicks dwightslade maryhicks
86293,arthur (2011),comedy,peterbaynham,john lennon character tablesaw watching tv character name as title,russellbrand helenmirren gretagerwig
86295,scream 4 (2011),comedy horror mystery thriller,kevinwilliamson,woman in jeopardy mysterious killer red dress bound and gagged,lucyhale rogerjackson shenaegrimes-beech
86298,rio (2011),adventure animation children comedy,carlossaldanha,brazil bird macaw ornithologist,karendisher jasonfricchione sofiascarpasaldanha
86300,"princess of montpensier, the (la princesse de montpensier) (2010)",action drama romance,bertrandtavernier,male rear nudity horse riding castle pubic hair,mélaniethierry lambertwilson gaspardulliel
86320,melancholia (2011),drama sci-fi,larsvontrier,depression sister sister relationship golf course end of the world,kirstendunst charlottegainsbourg alexanderskarsgård
86330,forever strong (2008),drama,davidpliler,rugby coach montage juvie,garycole seanastin nealmcdonough
86332,thor (2011),action adventure drama fantasy imax,ashleymiller,scientist marvel cinematic universe nick fury character clint barton character,chrishemsworth natalieportman tomhiddleston
86343,spooner (2009),comedy drama,drakedoremus,volvo volvo 240 volvo station wagon 30th birthday,matthewlillard norazehetner sheawhigham
86345,louis c.k.: hilarious (2010),comedy,louisc.k.,stand up special tv special one man show monologue,louisc.k.
86347,louis c.k.: chewed up (2008),comedy,shannonhartman,stand up actor name in title stand up special tv special,louisc.k.
86355,atlas shrugged: part 1 (2011),drama mystery sci-fi,brianpatricko'toole,life support static electricity low budget film egoism,taylorschilling grantbowler matthewmarsden
86377,louis c.k.: shameless (2007),comedy,stevenj.santos,stand up live audience stand up comedy stand up special,louisc.k.
86401,children of nature (börn náttúrunnar) (1991),drama mystery,friðrikþórfriðriksson,jeep icelandic friend iceland,gíslihalldórsson sigríðurhagalín baldvinhalldórsson
86410,"resident, the (2011)",drama horror thriller,anttijokinen,female protagonist masturbation voyeurism peep hole,hilaryswank jeffreydeanmorgan leepace
86412,that's what i am (2011),children comedy,michaelpavone,dignity ostracism intolerance harassment,edharris chaseellison mollyparker
86416,kobe doin' work (2009),documentary,kobebryant,athlete los angeles lakers national basketball association basketball,kobebryant kareemabdul-jabbar tonyparker
86420,two drifters (odete) (2005),drama,joãopedrorodrigues,bare chested male one word title name in title name as title,anacristinadeoliveira nunogil joãocarreira
86430,women without men (zanan-e bedun-e mardan) (2009),drama,shojaazari,rape iran f rated 1953 iranian coup d'etat,shabnamtoloui pegahferydoni aritashahrzad
86432,outside the law (hors-la-loi) (2010),crime drama war,rachidbouchareb,french algerian war muslim prostitute terror bombing car bombing,jameldebbouze roschdyzem samibouajila
86434,wrong rosary (uzak ihtimal) (2009),drama,bektastopaloglu,bibliopole,nadirsaribacak görkemyeltan muratergun
86438,laaga chunari mein daag: journey of a woman (2007),drama,rekhanigam,prostitute poverty,ranimukerji jayabachchan konkonasensharma
86449,abominable (2006),horror,ryanschifrin,campsite woods bigfoot cave,mattmccoy haleyjoel christientinsley
86451,love torn in dream (combat d'amour en songe) (2000),drama fantasy,raoulruiz,magical mirror dogman reference to little red riding hood raining inside house,melvilpoupaud elsazylberstein lambertwilson
86474,"good lawyer's wife, a (baramnan gajok) (2003)",drama,sang-sooim,woman fingering her vagina female full rear nudity male full rear nudity woman has sex with a teenager,so-rimoon jung-minhwang yuh-jungyoun
86478,rabbit without ears 2 (zweiohrküken) (2009),comedy romance,tilschweiger,german humor man in bed kindergarten forty something,tombeck annikablendl yvonnecatterfeld
86487,mildred pierce (2011),drama,guypearce,mother daughter relationship glendale california california restaurant,katewinslet bríanf.o'byrne melissaleo
